 pr1, pr2, pr3, pr4, pr5, label
655,829,628,693,613,index in
655,829,628,693,613,index in
655,829,628,693,613,index in
655,829,628,693,613,index in
655,829,628,694,613,index in
655,828,628,694,613,index in
655,829,628,693,613,index in
655,828,628,693,613,index in
656,829,628,693,612,index in
655,830,628,693,614,index in
655,829,628,693,612,index in
655,830,628,694,613,index in
656,830,629,693,613,index in
655,829,628,694,613,index in
656,829,629,694,613,index in
655,829,628,694,613,index in
655,829,628,694,613,index in
655,829,628,694,613,index in
655,829,628,693,613,index in
655,830,628,693,613,index in
655,829,628,694,612,index in
655,829,628,693,613,index in
655,830,628,694,612,index in
655,829,628,694,612,index in
655,829,628,694,613,index in
656,829,628,694,613,index in
655,829,628,693,612,index in
655,829,628,694,613,index in
655,829,628,694,613,index in
655,829,628,694,612,index in
655,828,628,693,612,index in
655,829,628,694,612,index in
655,829,628,693,612,index in
656,829,628,694,612,index in
655,829,628,694,613,index in
655,829,628,694,612,index in
655,830,628,694,613,index in
656,829,629,694,613,index in
656,829,629,694,613,index in
655,829,628,693,612,index in
655,829,628,694,612,index in
655,829,628,694,613,index in
655,830,628,694,612,index in
655,829,628,694,612,index in
655,830,628,694,612,index in
655,829,628,694,612,index in
655,830,629,694,612,index in
656,829,628,694,612,index in
655,830,628,694,613,index in
656,829,629,694,613,index in
655,830,628,694,612,index in
655,829,628,694,613,index in
655,830,629,694,613,index in
656,831,629,695,613,index in
655,832,629,696,613,index in
656,831,630,696,613,index in
657,834,630,698,614,index in
657,835,632,701,616,index in
659,837,634,705,619,index in
660,840,636,710,623,index in
663,842,639,714,626,index in
664,844,641,717,627,index in
665,845,642,717,629,index in
666,846,643,716,630,index in
667,846,645,716,632,index in
668,846,645,716,633,index in
668,847,645,715,633,index in
669,848,646,716,634,index in
669,848,646,716,634,index in
669,848,646,716,633,index in
669,848,646,716,633,index in
669,849,646,715,633,index in
669,849,646,715,633,index in
669,849,647,716,634,index in
669,849,646,715,633,index in
668,849,646,715,633,index in
669,849,646,715,633,index in
668,849,646,714,633,index in
668,848,646,714,633,index in
668,850,646,715,633,index in
669,849,646,714,633,index in
669,849,646,715,632,index in
668,849,646,714,632,index in
669,849,646,715,633,index in
668,849,646,715,633,index in
668,849,646,714,632,index in
668,849,646,715,632,index in
668,849,647,715,633,index in
668,849,646,715,633,index in
668,849,646,715,633,index in
668,849,646,715,632,index in
668,849,646,715,632,index in
668,849,647,715,632,index in
668,849,646,715,632,index in
668,849,647,715,632,index in
668,849,646,715,632,index in
668,849,646,715,632,index in
668,849,646,715,632,index in
667,849,646,715,632,index in
668,849,647,715,632,index in
667,849,646,715,632,index in
668,849,646,715,632,index in
668,850,647,716,632,index in
668,849,646,714,632,index in
668,849,646,716,631,index in
668,850,646,715,632,index in
668,849,647,716,632,index in
668,850,646,716,632,index in
668,849,647,716,632,index in
668,850,647,716,632,index in
668,849,647,715,632,index in
668,849,646,716,632,index in
668,849,646,715,632,index in
667,850,647,715,632,index in
668,849,646,716,631,index in
667,849,647,716,632,index in
667,850,647,715,632,index in
668,849,646,715,632,index in
668,849,647,715,632,index in
668,849,647,715,633,index in
668,849,647,716,632,index in
667,850,646,716,632,index in
667,850,646,716,632,index in
668,850,647,716,632,index in
667,849,646,716,632,index in
667,850,646,716,631,index in
667,850,646,715,632,index in
668,850,646,716,631,index in
668,849,646,715,632,index in
668,850,646,716,631,index in
667,850,646,716,631,index in
668,850,647,716,632,index in
667,850,647,716,632,index in
667,850,646,716,632,index in
667,850,646,716,632,index in
667,850,647,716,632,index in
668,850,646,716,631,index in
667,850,646,716,631,index in
667,850,646,716,631,index in
667,850,646,716,631,index in
668,850,646,716,632,index in
667,850,646,716,631,index in
667,850,646,716,631,index in
667,849,646,716,631,index in
667,850,646,716,632,index in
668,850,646,716,631,index in
667,850,646,717,631,index in
668,849,646,716,632,index in
667,850,646,716,632,index in
667,849,646,715,631,index in
667,850,646,716,631,index in
667,850,646,715,632,index in
668,850,646,716,631,index in
667,849,646,715,631,index in
667,850,646,715,630,index in
667,850,646,715,631,index in
667,850,646,715,632,index in
667,850,645,716,632,index in
667,850,645,715,632,index in
667,850,646,715,632,index in
668,850,646,716,632,index in
668,849,646,715,632,index in
668,850,646,716,632,index in
668,849,646,716,633,index in
668,849,646,716,632,index in
668,849,646,716,632,index in
668,849,646,716,632,index in
668,849,646,716,632,index in
668,849,647,716,632,index in
667,850,646,716,632,index in
668,849,646,716,632,index in
667,849,646,716,632,index in
668,849,647,716,632,index in
667,850,646,716,632,index in
668,848,646,716,632,index in
668,850,646,716,632,index in
667,850,646,715,632,index in
667,849,647,716,631,index in
667,850,647,716,632,index in
668,850,646,717,632,index in
667,850,646,717,632,index in
667,850,647,716,632,index in
667,850,646,716,632,index in
667,850,647,716,632,index in
667,849,646,716,632,index in
667,850,646,716,631,index in
667,850,647,716,631,index in
667,850,646,716,631,index in
667,850,647,716,631,index in
667,850,646,716,631,index in
667,850,647,716,631,index in
667,850,646,716,631,index in
666,849,646,714,630,index in
666,848,645,713,630,index in
664,845,643,711,627,index in
662,838,640,705,625,index in
660,831,636,699,622,index in
658,826,632,695,619,index in
657,823,628,693,617,index in
656,822,627,693,616,index in
656,822,626,694,615,index in
656,823,627,694,615,index in
656,824,627,695,615,index in
656,825,628,695,616,index in
656,825,629,695,616,index in
656,825,628,696,615,index in
656,826,628,696,616,index in
656,826,628,696,615,index in
656,826,627,695,615,index in
656,826,628,696,615,index in
656,826,628,696,615,index in
656,826,629,696,615,index in
656,827,629,696,615,index in
656,827,629,696,615,index in
656,827,629,697,616,index in
656,828,629,697,615,index in
656,827,629,697,615,index in
655,827,629,697,615,index in
656,828,629,697,615,index in
656,827,629,697,615,middle in
656,827,629,697,615,middle in
656,827,629,697,615,middle in
655,827,629,697,615,middle in
655,827,629,697,614,middle in
655,828,629,696,615,middle in
656,828,630,697,614,middle in
656,828,629,697,615,middle in
656,827,630,697,615,middle in
656,828,630,698,615,middle in
656,828,630,697,615,middle in
655,828,629,697,616,middle in
656,828,630,697,615,middle in
655,828,630,697,615,middle in
656,828,630,697,615,middle in
656,828,630,697,615,middle in
655,828,629,697,615,middle in
656,827,630,697,615,middle in
655,828,629,697,615,middle in
656,827,629,697,616,middle in
655,828,630,697,615,middle in
654,828,629,697,615,middle in
655,829,630,697,615,middle in
655,828,630,697,616,middle in
655,828,629,697,615,middle in
655,828,630,697,615,middle in
655,827,630,697,615,middle in
655,828,629,697,615,middle in
656,828,630,697,615,middle in
656,828,629,697,615,middle in
655,828,630,697,615,middle in
655,828,629,697,615,middle in
655,829,630,698,616,middle in
656,828,630,697,616,middle in
655,828,630,698,615,middle in
656,828,630,697,616,middle in
656,828,630,698,616,middle in
655,828,630,698,616,middle in
656,828,630,698,615,middle in
656,828,630,697,616,middle in
656,828,630,697,616,middle in
655,829,630,698,615,middle in
656,828,630,697,616,middle in
656,828,630,697,616,middle in
656,828,630,697,616,middle in
656,828,630,697,616,middle in
656,828,630,697,616,middle in
656,829,630,698,616,middle in
656,828,630,697,616,middle in
656,828,630,697,616,middle in
655,828,630,698,616,middle in
656,827,630,697,616,middle in
656,829,629,697,616,middle in
656,829,630,697,616,middle in
657,829,630,697,616,middle in
656,829,630,697,616,middle in
657,828,630,697,616,middle in
657,829,630,698,616,middle in
657,828,630,697,616,middle in
656,829,630,698,616,middle in
656,828,630,698,616,middle in
656,829,630,697,616,middle in
656,829,630,698,616,middle in
656,828,630,697,616,middle in
656,829,630,697,616,middle in
656,828,630,697,616,middle in
656,829,630,698,616,middle in
656,829,630,698,617,middle in
656,829,630,698,616,middle in
656,829,630,697,615,middle in
656,828,630,697,615,middle in
656,829,630,698,615,middle in
656,829,630,698,615,middle in
656,829,630,697,615,middle in
656,829,630,697,615,middle in
655,829,630,697,615,middle in
656,828,630,697,615,middle in
656,829,631,697,615,middle in
656,828,630,697,615,middle in
657,829,630,697,614,middle in
656,830,630,697,615,middle in
656,829,631,698,615,middle in
656,829,630,697,615,middle in
656,829,631,697,615,middle in
656,829,630,698,615,middle in
656,829,630,697,615,middle in
656,828,630,698,615,middle in
656,829,630,698,615,middle in
656,828,630,698,615,middle in
656,829,630,698,615,middle in
656,829,631,698,615,middle in
656,829,630,698,615,middle in
656,829,630,698,615,middle in
656,829,630,698,615,middle in
656,830,630,698,616,middle in
656,829,630,698,616,middle in
656,829,630,698,616,middle in
656,829,631,698,616,middle in
655,829,630,698,616,middle in
656,828,630,698,616,middle in
656,829,630,698,616,middle in
656,830,630,697,616,middle in
657,829,630,698,615,middle in
656,829,631,698,616,middle in
656,829,631,698,616,middle in
656,829,630,698,615,middle in
656,829,631,698,616,middle in
656,829,630,698,615,middle in
656,829,631,697,616,middle in
656,829,630,698,615,middle in
656,829,630,697,615,middle in
656,829,630,698,616,middle in
655,829,630,697,615,middle in
656,829,630,698,615,middle in
656,829,630,697,615,middle in
656,829,630,697,615,middle in
656,829,630,697,615,middle in
656,829,630,697,615,middle in
656,829,630,698,615,middle in
656,829,630,698,615,middle in
656,829,630,697,615,middle in
656,829,630,698,615,middle in
656,829,630,698,615,middle in
656,829,630,698,615,middle in
656,828,631,697,615,middle in
655,829,630,698,615,middle in
656,829,630,698,615,middle in
657,829,631,698,615,middle in
656,829,631,698,615,middle in
656,830,631,698,616,middle in
656,830,631,698,615,middle in
656,829,631,698,615,middle in
656,830,631,698,615,middle in
655,830,631,698,615,middle in
655,829,631,698,615,middle in
655,829,631,698,616,middle in
655,829,631,698,615,middle in
654,829,630,697,615,middle in
655,830,631,698,615,middle in
654,830,631,697,615,middle in
654,830,631,698,615,middle in
654,829,631,697,615,middle in
654,830,631,698,615,middle in
653,830,631,697,616,middle in
653,829,631,698,615,middle in
653,830,631,698,615,middle in
652,830,631,697,615,middle in
652,829,631,697,614,middle in
651,829,630,697,614,middle in
652,829,631,697,614,middle in
651,830,630,698,613,middle in
651,830,631,697,614,middle in
651,830,631,697,613,middle in
650,830,631,698,612,middle in
650,830,632,698,612,middle in
649,830,631,698,611,middle in
648,830,631,697,611,middle in
647,830,631,698,609,middle in
646,829,631,697,609,middle in
646,829,631,697,608,middle in
645,829,630,697,607,middle in
644,829,631,697,606,middle in
643,830,630,697,604,middle in
642,829,630,697,604,middle in
641,829,630,697,602,middle in
641,829,630,698,601,middle in
640,830,630,697,600,middle in
639,830,630,697,599,middle in
639,829,630,698,598,middle in
638,829,630,697,598,middle in
638,829,630,697,598,middle in
637,829,630,697,598,middle in
638,829,630,697,598,middle in
638,830,630,698,598,middle in
639,829,630,697,599,middle in
640,830,630,697,600,middle in
640,830,630,697,601,middle in
641,829,630,697,603,middle in
641,830,630,697,603,middle in
642,829,631,697,604,middle in
642,830,630,697,605,middle in
643,829,631,697,606,middle in
644,830,630,697,607,middle in
645,830,630,697,608,middle in
645,830,630,697,608,middle in
646,830,630,697,609,middle in
647,830,631,697,610,middle in
647,830,630,697,610,middle in
648,830,631,696,611,middle in
649,830,631,696,612,middle in
649,830,630,696,612,middle in
650,829,630,697,612,middle in
650,829,630,696,612,middle in
651,829,630,696,613,middle in
651,830,631,697,613,middle in
651,829,630,696,614,middle in
651,829,630,696,614,middle in
652,829,630,696,614,middle in
653,829,630,696,614,middle in
653,829,630,695,616,middle in
653,829,630,696,614,middle in
653,830,630,696,615,middle in
654,829,631,696,615,middle in
653,829,630,696,615,middle in
654,829,631,696,615,middle in
653,830,630,696,615,middle in
654,830,630,696,615,middle in
654,831,631,697,616,middle in
655,831,631,696,616,middle in
655,831,632,696,617,middle in
655,831,632,696,618,middle in
656,832,632,696,618,middle in
656,833,633,696,619,middle in
657,836,635,696,621,middle in
659,839,636,695,623,middle in
660,842,637,695,624,middle in
661,847,638,697,625,middle in
661,850,638,698,626,middle in
661,853,638,698,626,middle in
660,854,638,698,626,middle in
661,855,638,697,627,middle in
661,857,638,697,627,middle in
661,857,638,696,628,middle in
661,858,637,697,628,middle in
662,859,638,697,628,middle in
662,859,638,698,629,middle in
662,860,638,698,629,middle in
662,858,638,697,628,middle in
663,859,639,697,629,middle in
662,859,639,697,628,middle in
662,859,639,697,628,middle in
662,859,638,698,628,middle in
661,858,638,698,628,middle in
661,859,638,698,628,middle in
661,858,639,698,628,middle in
661,859,638,697,628,middle in
661,859,639,698,627,middle in
661,859,639,697,627,middle in
661,859,639,697,628,middle in
660,859,639,698,627,middle in
660,860,638,697,626,middle in
661,859,639,698,627,middle in
660,859,639,698,627,middle in
660,858,639,697,627,middle in
660,860,638,697,627,middle in
661,858,639,698,627,middle in
661,860,638,697,627,middle in
661,860,639,697,627,middle in
662,860,639,697,627,middle in
661,860,639,698,627,middle in
662,859,640,698,627,middle in
661,860,639,698,627,middle in
662,859,640,698,628,middle in
662,860,639,698,628,middle in
661,860,639,698,628,middle in
662,859,639,698,628,middle in
662,859,639,698,628,middle in
662,860,639,698,628,middle in
662,860,639,698,628,middle in
662,859,639,698,628,middle in
662,859,639,698,628,middle in
663,860,640,698,628,middle in
662,860,639,698,628,middle in
663,860,639,698,628,middle in
662,860,639,698,628,middle in
662,859,639,698,628,middle in
663,859,640,698,628,middle in
662,860,639,698,627,middle in
662,859,640,697,628,middle in
662,860,639,698,628,middle in
662,859,640,697,628,middle in
664,860,639,698,627,middle in
663,859,640,698,628,middle in
664,860,640,698,628,middle in
663,860,640,698,628,middle in
664,860,640,698,628,middle in
664,859,640,699,629,middle in
664,860,640,698,629,middle in
664,859,640,699,629,middle in
663,859,640,698,629,middle in
664,859,640,698,628,middle in
664,860,640,698,629,middle in
664,860,640,698,629,middle in
663,860,640,698,628,middle in
664,859,640,698,628,middle in
664,859,640,698,629,middle in
664,860,640,698,629,middle in
663,860,640,698,629,middle in
663,860,640,698,629,middle in
664,859,640,698,629,middle in
663,859,640,698,629,middle in
663,859,640,699,628,middle in
663,860,639,699,628,middle in
663,859,640,698,629,middle in
663,860,640,699,628,middle in
663,859,640,698,628,middle in
664,859,640,699,628,middle in
663,860,640,699,628,middle in
664,860,641,699,629,middle in
663,860,640,699,628,middle in
664,860,640,698,629,middle in
664,859,640,699,628,middle in
663,859,640,699,629,middle in
663,860,640,699,628,middle in
663,860,640,699,629,middle in
663,859,640,698,629,middle in
663,860,640,699,628,middle in
664,860,640,699,628,middle in
664,859,640,699,629,middle in
664,859,640,699,629,middle in
664,859,640,699,628,middle in
663,859,640,699,628,middle in
664,859,640,699,629,middle in
664,860,640,699,629,middle in
663,859,640,699,629,middle in
664,860,640,699,628,middle in
664,858,640,699,628,middle in
663,860,639,699,628,middle in
663,859,640,698,628,middle in
664,860,640,699,627,middle in
663,860,640,699,628,middle in
664,860,640,699,628,middle in
663,860,640,700,628,middle in
664,860,641,699,627,middle in
663,859,640,700,628,middle in
663,860,640,699,628,middle in
663,859,640,699,627,middle in
663,859,640,699,627,middle in
663,859,640,700,627,middle in
662,860,640,699,627,middle in
662,859,640,699,627,middle in
662,859,640,700,626,middle in
662,859,640,699,627,middle in
662,860,640,699,626,middle in
662,860,640,699,626,middle in
662,860,640,700,626,middle in
662,860,640,700,626,middle in
663,860,640,700,626,middle in
662,860,640,700,626,middle in
662,859,640,699,625,middle in
662,860,639,700,625,middle in
662,859,640,699,625,middle in
662,860,639,700,625,middle in
662,859,640,699,626,middle in
663,860,640,700,626,middle in
662,860,640,699,626,middle in
663,860,640,700,626,middle in
663,860,640,700,626,middle in
663,859,641,700,627,middle in
663,859,640,700,626,middle in
663,859,640,700,627,middle in
663,859,640,700,626,middle in
663,860,640,699,626,middle in
663,858,640,697,627,middle in
663,855,640,693,628,middle in
664,847,639,690,628,middle in
662,840,636,689,626,middle in
660,834,632,687,622,middle in
658,830,629,688,619,middle in
657,828,628,690,618,middle in
657,826,626,691,618,middle in
656,825,625,691,618,middle in
656,825,626,692,617,middle in
656,825,625,692,617,middle in
656,824,625,692,616,middle in
655,825,624,693,615,middle in
655,825,625,692,615,middle in
656,825,625,693,614,middle in
656,825,626,693,615,middle in
656,825,626,693,614,middle in
655,825,626,694,614,middle in
655,825,625,694,614,middle in
655,825,625,694,614,middle in
655,825,626,694,614,middle in
655,825,626,694,614,middle in
655,826,626,693,614,middle in
655,826,626,694,614,middle in
655,826,626,694,614,middle in
655,826,626,694,614,middle in
655,826,626,694,614,middle in
655,826,626,694,614,middle in
655,826,626,695,614,middle in
655,826,626,694,614,middle in
655,826,626,694,614,ring in
655,827,627,694,614,ring in
655,826,627,695,614,ring in
654,827,627,695,614,ring in
655,826,627,695,614,ring in
655,827,627,695,614,ring in
655,826,627,694,614,ring in
655,827,627,696,613,ring in
654,827,628,695,614,ring in
655,827,628,695,613,ring in
655,827,628,696,614,ring in
655,827,628,696,613,ring in
654,828,628,696,614,ring in
654,828,628,696,614,ring in
654,828,628,696,613,ring in
654,828,628,696,614,ring in
654,827,628,696,613,ring in
654,828,628,696,614,ring in
653,828,628,696,613,ring in
653,828,629,696,613,ring in
653,828,628,696,613,ring in
653,828,628,696,613,ring in
652,828,628,696,613,ring in
652,829,628,696,613,ring in
652,828,628,696,612,ring in
652,829,629,696,613,ring in
651,828,628,696,612,ring in
651,828,629,696,613,ring in
651,828,628,696,612,ring in
651,827,628,696,612,ring in
650,828,628,696,612,ring in
650,827,629,696,612,ring in
651,828,628,696,612,ring in
650,828,629,696,613,ring in
651,828,629,696,612,ring in
650,829,629,696,612,ring in
650,828,629,697,613,ring in
650,828,629,697,613,ring in
650,828,629,696,613,ring in
650,828,629,697,613,ring in
650,828,629,696,613,ring in
650,828,629,696,613,ring in
649,828,629,696,613,ring in
650,828,629,696,613,ring in
649,829,629,697,612,ring in
649,828,629,696,613,ring in
649,829,629,697,612,ring in
649,829,629,697,612,ring in
649,829,629,697,612,ring in
649,829,629,697,612,ring in
648,829,629,697,611,ring in
648,828,628,697,611,ring in
648,828,629,697,611,ring in
647,828,628,697,611,ring in
647,827,629,696,610,ring in
647,829,628,696,609,ring in
647,828,629,696,610,ring in
647,828,629,697,609,ring in
646,829,629,696,609,ring in
646,828,629,696,609,ring in
646,829,629,697,609,ring in
646,828,628,697,608,ring in
645,829,629,697,608,ring in
646,828,629,696,608,ring in
646,828,629,696,608,ring in
646,828,629,696,608,ring in
646,828,628,696,607,ring in
646,828,628,696,608,ring in
646,828,628,696,608,ring in
646,828,628,696,608,ring in
647,828,628,696,609,ring in
647,828,628,696,608,ring in
647,828,628,696,609,ring in
648,828,629,696,609,ring in
648,828,628,696,609,ring in
648,828,628,697,610,ring in
648,828,629,696,610,ring in
649,827,629,696,610,ring in
650,828,629,696,611,ring in
649,828,629,695,611,ring in
650,828,628,696,610,ring in
650,828,629,696,611,ring in
650,828,629,696,611,ring in
650,829,629,696,612,ring in
651,829,629,696,612,ring in
651,829,629,697,612,ring in
651,828,629,696,613,ring in
651,828,629,697,612,ring in
651,828,629,696,613,ring in
651,828,628,696,612,ring in
651,829,628,696,612,ring in
651,828,629,696,613,ring in
652,828,629,698,613,ring in
652,828,629,699,613,ring in
652,828,628,699,613,ring in
652,829,629,699,613,ring in
652,829,628,699,614,ring in
652,829,629,700,614,ring in
652,829,628,700,614,ring in
652,829,629,699,615,ring in
653,830,628,699,615,ring in
654,831,629,698,615,ring in
653,832,630,697,616,ring in
654,833,631,698,617,ring in
655,834,632,699,618,ring in
656,835,633,702,620,ring in
656,835,633,705,620,ring in
657,834,634,706,620,ring in
657,834,635,707,621,ring in
657,834,636,707,621,ring in
657,834,635,708,620,ring in
657,833,635,708,621,ring in
657,833,635,708,620,ring in
656,833,635,708,620,ring in
656,833,635,708,619,ring in
656,833,635,707,620,ring in
656,832,635,708,620,ring in
655,832,635,707,619,ring in
655,833,636,707,619,ring in
656,833,636,707,619,ring in
656,832,636,707,619,ring in
655,833,636,707,619,ring in
655,833,636,707,619,ring in
656,833,636,707,620,ring in
656,833,637,706,619,ring in
656,832,636,706,620,ring in
655,833,636,706,619,ring in
656,832,636,706,620,ring in
656,833,636,706,620,ring in
656,833,636,706,620,ring in
657,833,636,706,620,ring in
657,833,636,706,620,ring in
657,833,637,706,620,ring in
656,833,636,707,620,ring in
657,833,637,706,620,ring in
657,833,636,707,620,ring in
657,833,636,706,620,ring in
657,834,636,706,620,ring in
657,834,636,706,620,ring in
658,833,636,706,621,ring in
658,834,636,706,620,ring in
658,834,636,706,620,ring in
658,833,636,706,620,ring in
658,833,636,706,620,ring in
658,834,636,706,620,ring in
658,833,636,706,620,ring in
658,833,636,706,620,ring in
657,834,636,706,620,ring in
658,833,637,706,620,ring in
657,833,636,706,620,ring in
657,833,637,706,620,ring in
657,833,637,706,620,ring in
658,833,636,705,620,ring in
658,833,637,706,620,ring in
657,833,636,705,619,ring in
657,834,637,706,620,ring in
657,834,636,706,620,ring in
658,833,637,706,620,ring in
658,832,637,705,619,ring in
658,833,637,706,620,ring in
657,833,636,706,620,ring in
657,834,637,706,620,ring in
658,834,636,706,620,ring in
657,833,636,706,620,ring in
657,833,636,706,620,ring in
658,833,636,706,619,ring in
657,834,636,705,620,ring in
657,833,637,706,620,ring in
657,833,637,705,619,ring in
657,833,636,706,619,ring in
657,833,636,706,619,ring in
657,833,636,706,620,ring in
657,834,636,706,620,ring in
657,833,637,705,620,ring in
656,833,636,706,620,ring in
657,834,637,705,619,ring in
658,833,636,706,619,ring in
657,833,637,705,619,ring in
658,833,637,705,619,ring in
657,834,637,706,619,ring in
658,833,637,706,619,ring in
657,834,636,706,619,ring in
657,833,636,706,619,ring in
657,833,637,706,619,ring in
657,833,637,706,619,ring in
656,834,636,706,618,ring in
656,833,637,706,618,ring in
656,834,637,706,619,ring in
656,833,637,706,618,ring in
656,834,637,706,618,ring in
656,833,636,706,619,ring in
656,833,637,706,618,ring in
656,834,637,706,618,ring in
655,834,637,706,618,ring in
656,833,637,706,618,ring in
656,833,636,706,618,ring in
656,833,637,706,618,ring in
655,834,636,705,618,ring in
655,833,636,705,618,ring in
654,834,636,706,617,ring in
655,834,636,705,618,ring in
655,833,636,706,617,ring in
655,834,637,706,618,ring in
655,834,637,706,617,ring in
655,834,636,706,618,ring in
655,833,637,706,618,ring in
655,834,637,706,617,ring in
656,834,637,706,618,ring in
655,834,637,706,618,ring in
655,834,636,706,618,ring in
655,834,637,706,618,ring in
655,834,636,705,618,ring in
655,834,637,706,618,ring in
655,834,637,706,618,ring in
656,833,637,706,618,ring in
655,834,637,705,618,ring in
655,834,637,706,618,ring in
655,834,637,706,618,ring in
655,834,637,706,618,ring in
656,834,637,706,618,ring in
655,834,637,706,618,ring in
655,833,637,706,618,ring in
655,834,636,706,618,ring in
656,833,637,705,618,ring in
655,834,636,706,617,ring in
655,833,637,705,618,ring in
655,833,637,706,617,ring in
656,834,637,706,618,ring in
656,834,637,706,618,ring in
655,834,637,706,618,ring in
655,834,637,706,618,ring in
655,834,636,706,618,ring in
655,834,637,706,618,ring in
655,834,637,706,617,ring in
655,834,637,706,618,ring in
655,834,637,706,618,ring in
655,834,637,706,617,ring in
655,834,637,706,617,ring in
655,834,637,706,617,ring in
655,834,637,706,618,ring in
655,834,637,706,617,ring in
655,834,637,706,617,ring in
655,834,637,706,618,ring in
655,834,637,706,618,ring in
655,834,637,706,617,ring in
654,834,637,706,618,ring in
655,833,637,706,618,ring in
655,835,636,706,618,ring in
655,833,637,705,617,ring in
656,833,636,704,618,ring in
656,833,636,702,619,ring in
656,832,636,701,618,ring in
655,832,635,700,618,ring in
654,831,635,701,618,ring in
653,830,633,701,615,ring in
653,829,632,700,615,ring in
652,828,631,700,614,ring in
652,828,631,699,614,ring in
652,828,630,699,613,ring in
652,827,629,699,613,ring in
652,827,630,699,612,ring in
652,827,630,698,612,ring in
652,828,630,698,613,ring in
652,828,630,699,613,ring in
652,829,630,699,612,ring in
652,829,630,699,612,ring in
653,829,630,699,613,ring in
653,829,630,699,612,ring in
653,829,630,700,612,ring in
653,829,630,700,612,ring in
652,830,631,700,612,ring in
653,829,630,699,612,ring in
653,830,630,700,611,ring in
653,830,630,699,612,ring in
654,830,631,700,611,ring in
653,830,630,700,612,ring in
654,830,631,700,612,ring in
653,830,630,700,612,little in
653,830,631,700,612,little in
653,830,631,700,612,little in
653,830,630,700,612,little in
653,830,630,700,611,little in
652,830,630,700,612,little in
653,830,630,699,612,little in
653,830,630,700,612,little in
653,830,630,700,612,little in
653,830,630,700,612,little in
652,830,630,700,612,little in
653,830,630,700,612,little in
652,830,630,700,612,little in
652,830,631,700,612,little in
651,830,630,700,612,little in
652,830,631,700,612,little in
651,830,630,700,612,little in
651,830,630,700,612,little in
650,830,630,700,611,little in
651,829,631,699,611,little in
651,830,630,700,611,little in
651,830,630,699,612,little in
650,830,631,700,611,little in
650,830,630,700,611,little in
651,830,631,700,611,little in
650,830,630,700,611,little in
650,830,630,700,611,little in
649,830,630,699,610,little in
650,830,630,700,610,little in
649,830,631,700,610,little in
648,830,630,700,610,little in
649,830,630,700,609,little in
648,830,631,700,609,little in
648,830,630,700,609,little in
648,830,631,700,610,little in
648,830,630,700,609,little in
648,830,630,700,609,little in
648,830,630,700,609,little in
648,830,631,699,609,little in
648,830,630,700,609,little in
648,830,630,700,610,little in
647,830,630,700,609,little in
648,829,631,699,609,little in
647,830,630,700,609,little in
647,830,630,700,609,little in
647,830,631,700,608,little in
646,830,630,700,608,little in
645,830,631,700,607,little in
645,830,630,700,607,little in
645,830,630,700,607,little in
644,830,630,700,607,little in
644,830,630,700,606,little in
644,830,630,700,607,little in
644,830,630,700,607,little in
645,830,630,700,606,little in
644,830,630,700,606,little in
645,830,630,700,607,little in
645,830,630,700,607,little in
645,830,631,700,607,little in
645,830,630,699,606,little in
645,830,630,700,607,little in
644,830,630,700,607,little in
644,830,630,700,606,little in
644,830,630,700,606,little in
644,830,631,700,606,little in
644,830,630,700,606,little in
643,830,630,700,606,little in
644,829,631,699,605,little in
643,830,630,700,605,little in
644,830,631,699,605,little in
643,830,630,700,604,little in
643,831,631,700,605,little in
643,830,631,700,604,little in
642,830,630,700,604,little in
642,830,631,700,604,little in
642,830,630,700,603,little in
642,830,630,700,604,little in
642,830,630,700,603,little in
641,830,630,700,603,little in
641,830,631,700,602,little in
641,830,630,700,602,little in
641,830,631,700,602,little in
641,831,630,700,602,little in
641,830,630,700,602,little in
641,831,630,700,602,little in
641,830,631,700,603,little in
641,831,631,700,603,little in
641,830,631,700,603,little in
642,830,631,700,604,little in
642,830,630,700,604,little in
643,830,631,700,604,little in
643,830,630,700,605,little in
644,830,631,699,605,little in
645,830,631,700,605,little in
645,831,630,700,606,little in
645,830,630,700,606,little in
645,831,631,701,606,little in
646,830,631,700,607,little in
646,830,631,700,607,little in
646,830,631,700,607,little in
646,830,630,700,608,little in
646,830,631,700,608,little in
647,830,631,700,608,little in
647,831,630,700,608,little in
647,830,631,700,608,little in
648,830,630,700,608,little in
648,830,631,700,608,little in
648,830,631,700,609,little in
648,830,631,700,609,little in
648,830,631,700,609,little in
648,830,630,700,609,little in
649,831,631,700,609,little in
648,830,631,700,610,little in
649,830,631,700,610,little in
648,831,630,700,609,little in
649,830,631,700,610,little in
649,831,631,701,609,little in
650,832,632,700,610,little in
650,832,632,701,610,little in
650,832,632,701,611,little in
651,831,632,700,612,little in
650,831,632,701,611,little in
650,832,632,700,611,little in
650,831,632,700,611,little in
650,831,632,700,612,little in
650,831,632,700,611,little in
650,831,631,700,611,little in
650,831,632,700,611,little in
651,832,633,701,612,little in
651,832,633,702,612,little in
651,833,633,703,612,little in
651,833,633,703,613,little in
652,834,633,703,613,little in
652,834,634,704,614,little in
652,835,634,705,614,little in
653,836,635,709,615,little in
654,837,636,711,616,little in
653,838,636,713,616,little in
655,838,637,713,616,little in
655,838,637,714,617,little in
655,838,638,713,618,little in
656,838,639,714,618,little in
655,838,639,714,617,little in
656,838,639,713,617,little in
656,838,639,714,618,little in
